AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS
2708000,2088000,135480400,4544400,3311900,16708100,5205000,3736300,3935700,2857400,3293436,18056000,5777000,11867700,10803700,3554200,3601700,8251428,22622100,5644100,8130800,1117300,2543400,5189300,11447900,8733000,5700500,6764900,9502100
2090600,1879000,146322800,3875900,3100600,15577400,6360900,2274500,3423200,2805200,2482890,15293900,5752400,11354500,10386800,2767600,2466900,5903698,21116200,4541800,7970500,927300,2711400,3205400,13263200,4899700,4892300,5399200,7320200
2855200,1802800,118387200,5355000,2549600,22183600,9953000,3329300,5682800,3277900,2537073,17755200,7731300,14698300,10259000,4660400,1998000,7522963,20813700,4612400,6674400,952800,3079100,8836200,15094500,10109500,6003300,6445500,8262500
2042300,1518900,108872000,9898600,2841900,16501900,7856900,5255200,5685400,3002800,3232977,21876100,7382900,9973900,10531300,4047400,2173000,11132275,21634100,6719900,7583400,1204600,2492900,8272700,14293100,4392300,4365700,6846900,6906500
3458200,2214700,132079200,8239200,2153200,25175900,7295900,3564700,4916200,2545500,4545916,23133500,6605800,10676000,9695300,5284200,2758300,15200506,27746500,4942200,5385100,1942800,3379200,7225100,15926500,5712000,17431800,5875800,6984200
2787100,1629000,170108400,8175600,2272500,18203600,7345300,3980700,4843600,1789500,3902208,18813300,6112700,15398000,9469000,5971600,2746300,9714750,21385000,5007500,5944000,1228600,2838200,5952900,20134600,6748000,8469600,5563700,6664200
2789200,1777600,140644800,7161700,2393700,13502600,6393800,2248100,4226600,1671700,3405148,15200600,5042600,13040100,10190900,2336400,2103800,5945304,20725900,5135300,3927100,1343200,2477900,5111800,11786700,6586400,6688000,6054800,5152500
3285700,2004400,121532000,5648500,3355200,18237400,6846700,3359200,6060900,2261900,3693426,16453300,4593200,14302900,12355200,2784200,2090800,10261492,21626500,6722400,8409200,1042500,6994900,6202600,14158400,11290500,5517800,6112600,9921300
3836000,2239100,161954400,6945300,2742200,17948700,7189100,4302800,3915100,2191200,3850326,17051200,7037500,16345300,24906000,2622700,2911200,8625669,23477400,5088500,7829700,1485300,6056300,4342300,12697100,6236500,4466800,6585800,14839100
3187200,1920700,121923600,4578300,2640500,16289400,5808800,5411200,3444300,2600800,4232011,18498800,4960300,17735400,16293400,3369400,2482200,9614038,21417900,4209200,4843700,905200,6081300,3886600,10291300,10831100,3495600,7454200,6818200
2424500,2085700,108829200,4024100,3070900,20094900,7022000,3968400,5390800,2215400,4519661,21365500,6476000,10234100,10783800,2726700,2149900,7252474,23865400,6571700,6233700,1249100,3710300,3485300,10689600,9983700,4974700,5369400,6948400
3659400,2582800,137816400,11061700,3331500,27176200,7885900,3108400,7979200,2608000,5881972,21803400,9083600,14264300,14697700,3540400,3690100,10131226,34371700,6271200,11315200,1534800,4632200,4577000,15615700,12518900,5048300,10045000,10355300
3102700,3094200,110843200,19318000,2476700,21771800,8470300,2492400,4873500,2188600,7577329,28358500,9543900,11968900,8474200,4100500,3367700,10022129,29517200,4854700,8553100,1604700,4962800,6302400,12857600,14861700,5940600,7353700,9250200
2483800,1998200,101832400,18792600,3602400,15186000,5589900,2030900,4030800,1881700,17228038,29475100,10305300,12869600,7549100,2757400,2420200,7800474,24138800,5031400,7396700,1656800,3117600,4781800,8847100,8065000,3703800,4926100,7550000
3841000,2088700,104472000,9702100,3182700,16767700,8007800,2806800,4617900,2434000,5918059,42778700,8671900,12858900,9345700,3378200,2358400,13198093,19680800,7102900,11096500,3636600,3169600,4369000,11109000,8520800,4994000,4305100,11082000
8612500,5019900,146537600,17798200,2526200,14066700,6920000,2877400,4467500,2737000,5836889,84711000,9051900,8594300,15166400,3106300,2643100,14954960,24918100,3839300,9508600,1755100,3678500,4653600,10182800,7812900,6415400,4383400,13076300
6432400,2843600,161940000,7468100,2920500,20666000,7609800,2506200,3595600,2491500,4358264,30764000,7587100,14359900,12860500,3389300,4361400,10847534,32078100,9841400,9338400,1519500,4399400,4239400,11482300,7198900,5108500,7018400,12831800
3712700,2103900,162234000,5502200,2763800,14035100,5771900,3123000,3621900,2178400,3610374,30915400,7336600,15240200,13062800,3855200,8920700,9496347,24899900,5673200,6200200,1297700,4341000,3445300,15367500,7215700,4771000,5270200,10390000
2518400,2001100,216229200,12454700,2620000,14273600,4772800,3711600,2564000,2199000,3194275,18055800,6288600,13163600,9326000,5734800,5343900,8511227,34754500,4503700,5271000,1270900,3963800,2785500,13408900,7041700,3509800,3775500,9382700
2428500,2581600,126743200,6022000,3862600,14822600,8382700,3261700,4685700,3076100,5290563,18522400,6470600,20225600,9048900,3560700,4357100,11016471,51597500,7065100,5894400,1409700,4211800,3715700,16719600,8571900,3790900,4581500,11847300
3522600,5968900,199588400,4999600,6785700,20069900,13699600,3482800,5304700,5500000,19868352,25268400,8651700,17685200,12785200,3920800,5740300,9621583,36142700,8780300,6612900,1844900,5532600,4193300,14283600,16699600,6532300,7775800,12379100
2721900,2565400,173788400,4841800,4385300,15374900,8785500,2733000,5100900,3542700,9295488,16646600,5765200,12333600,10021100,3539200,3925500,9729318,30107000,9727000,6052300,1494900,5646800,4755200,15566400,10885900,5152500,4347100,12639900
2547500,2765300,136616400,3779800,3501600,13947300,9909000,3052500,3505100,2992500,5879566,20970800,6541400,15417900,9157100,3367900,4363900,15091305,36433300,6559600,6512200,1541400,4290200,3983200,13924600,10205900,4911100,5232200,23519700
4084500,3669500,118826800,6071800,4448100,17042300,6914100,3126600,3868600,2818100,15048593,23401400,5979900,11414900,10150700,2911400,3118200,29290133,39186300,6108300,6125400,1404500,5761000,6162700,10271900,8672400,5386600,5682900,27824100
1708600,2007500,105425600,12845500,2283800,9814800,6274000,2225600,3930300,2427500,8786923,17408000,6201200,9347000,8992300,2903300,3413800,16110170,27751400,5641800,9102700,937600,3044000,4102700,10283700,7001200,4399700,5352900,9504600
2885600,2295100,117684000,5337800,3812300,16807500,4830100,3006500,2456100,3254500,6718876,18134600,5700300,8757800,6379800,2421600,2736200,11419427,33529100,4121800,5915100,900200,3425900,3713100,9418100,5691100,3378200,3689600,10948900
1816500,2144700,109348800,5876400,2331600,19012700,6011800,2591300,2568000,2399700,5480831,22299300,4835600,7984900,5960700,2318800,2754800,10590983,35844300,4213900,5216100,807700,3147400,3873500,8270200,6239500,4326600,6144900,8162100
1733300,1934500,94323200,5311500,2381900,23168300,6072700,2238800,2692400,2948500,4011515,17975600,3715300,7431200,6578600,2694500,2275100,10252689,53159900,4871800,6105700,1042000,2992200,4299200,22488200,10231900,4054100,5796800,10790100
1715400,2501300,113730400,4421500,3222000,31686200,5725700,2119200,3592100,2950800,4641939,15586600,5166800,9179100,7958000,2844900,2736400,19630926,47062900,8075600,6031700,824800,6701900,4535400,20938000,7355800,5362500,4735600,8168200
3178300,1946500,94747600,3783100,3318800,47044700,5991900,1461300,2468100,1985700,3996452,11602700,5480200,8173200,7447500,2853400,3413900,19388734,35295800,5386800,7159000,927200,3565500,3132100,19460100,9495300,3669500,5333200,7543100
2360300,1611900,80113600,4199800,2813400,26747200,5148700,1718700,2841600,2489000,6379763,13405500,5716300,9965500,6627600,1720400,2233500,8743464,23149500,4305300,5889100,981400,2485600,3599400,9138900,6548800,5153800,8130600,9110500
2428200,1936400,152531200,2904600,3869700,18546300,4975800,2736500,2892600,1818600,3496778,12758400,7230700,10075700,8996400,2712600,2478900,10017308,27792200,4916200,6767600,1206100,3241700,4957000,12427300,7651500,4334400,11513200,8214900
1785000,1322900,93984000,4935700,2134900,27626400,5887500,2207100,2713300,2464500,2858613,13551200,6115200,6265700,7071200,2229500,2296400,11740220,29997500,6200500,4734000,1272200,3021100,3903200,13642800,5927500,3279500,7187800,7080900
2541700,1638000,100566000,2807500,2678200,20416700,4466600,3183700,3701800,2336800,3013003,26452600,7464700,7597200,7422800,2869400,3275100,10941330,36862400,6427600,6094600,1629100,2885500,5451200,16748600,8531900,3368400,5022900,5981700
3106100,2047500,129554000,3709900,2855600,20028700,6443900,3081600,3881100,1940400,3699597,20775900,7776800,10842400,9772800,2791200,3535300,9295970,48572600,5750900,8723900,1469700,2987100,5242100,15704300,9231500,4643000,6242100,7725800
6329300,3049600,222195200,6073200,4964800,35295900,9539800,4139400,5350100,3204300,5703210,26903100,10588900,14415500,13618400,4218800,3635600,13734145,68311100,8364200,7533900,1828700,8790600,8463300,18520900,13316800,8049800,6616000,19336500
7628100,3915500,230673600,8052500,4840200,48024700,12871900,5343100,8061500,4092200,6497229,34495700,10529000,15915100,20797200,5053700,5263400,13171683,68073300,9602100,8903200,1949000,8171200,11361100,19384900,18539000,6336300,7764300,21032500
5268000,3314000,198054800,6987300,3902500,38513200,11990400,4171100,6963000,3411700,5656663,26190100,10093800,15837800,24825600,4190800,5152100,11940283,56206100,9308400,6894200,1715500,6806600,13923100,16803600,14214700,7211400,6673300,31195900
8279800,4071100,320605600,10982400,7369000,51442900,15783700,5848200,7612800,3951300,8808471,42226900,12566700,23754000,23005500,6406200,8241600,15734253,93174900,12825700,13298900,2689600,7604300,9927300,25907200,17536600,10123200,9492300,30827500
11362100,5316100,426510000,15364300,8300700,80188000,20835100,6727100,11809600,9558100,13607832,60721700,19820300,40890600,45931400,11324000,11499700,29246117,97012700,16552400,22784300,3753300,9961000,12640800,45828300,22659000,11856800,17456400,35389900
9851600,4245700,341397200,11012300,6100200,48864300,15050800,5285500,7150800,6744900,8923844,43140300,11508200,25698600,27355400,6154200,8026300,18840525,71030800,14102000,12399800,3349900,8866300,7761000,30736200,17434500,11247800,17074200,21775900
9285000,3975100,319475600,7499300,6358100,49294700,16525500,5677200,8432500,6108500,8259321,49740300,13662500,27099200,32547700,5115200,8296500,17394599,71677000,14767600,12510900,2694500,9188100,8323500,27500200,15226400,10385300,11113600,19529700
7470900,3880200,219178400,6986100,5074700,30022100,14753000,3520400,6770000,4532500,5226234,29223100,10560500,20526100,25795900,4260400,5773800,20224199,49814400,6904400,9459300,2423100,14533000,5846300,17626400,10789100,7194200,8208400,13842100
12060600,3185400,187572800,14669100,6015300,30255900,12814400,4151500,6473900,5394700,5696725,29099200,11339200,17948500,25025600,4107200,5887000,15017840,47817300,8851100,9363500,2445500,5908400,5797500,21249900,10106900,7237100,8546100,22397200
9897700,3100500,226176800,12861800,5767900,48605600,16861900,5071900,7399900,5021600,8570192,36259200,12239100,22353900,38159400,6360100,7155100,14208574,72821100,12336400,9817400,2550400,5361900,9757700,22510800,15183200,11823800,9803700,22899600
12266300,4065600,286744800,11585500,8636200,61535300,30595500,6443000,10120500,5849000,11252345,56197000,13848600,27898300,40352000,7788500,8194400,18942810,70419300,13272700,13116500,3658300,8070700,9657100,31862200,20486400,12341100,19747800,26233600
9793200,3928700,285290000,13059600,8293200,50536500,22642900,6803900,7206600,5477600,11935592,36569000,12698100,27457400,31102700,5835200,5651700,17527486,65354400,12755900,11419100,2615200,7366000,11443900,34330900,16119400,11190400,12599100,24083700
8822900,3777000,255598800,28503500,6543600,63594300,18412800,5314000,7253900,4826900,8835039,38563500,17763400,22653900,38127000,5625100,4748200,14274179,56371600,16172000,16456000,3032200,7744600,10341300,21147400,14598200,8593900,10540000,24771300
12206600,4902600,418474000,31734400,10285900,51855300,25768200,8357700,10928700,7170500,13088284,50661700,21539200,31913100,49725200,9079300,8215800,22664782,93226400,21534800,20988000,3485600,10496600,13213000,45610600,27467700,11245700,18774400,40392900
12680400,6903900,370732000,21168500,8718600,53859600,23497500,6368400,10292300,6324800,13077197,48805100,20084200,33697200,38543300,8042600,6580300,25857094,92727400,21859600,17378700,3602300,9308400,13765400,45744000,19948900,11181100,14320700,40960100
15072400,4932400,322423600,26844400,9899000,44211300,17535300,6888000,12536600,5891000,11054128,53878900,18877900,28682300,38589700,9341300,7440800,20808354,87905900,17976700,17367400,4731800,10303500,13845300,36990400,23692000,10490600,12251300,35379500
10512200,5912800,324056000,54492200,7206100,41572400,22684200,6876300,16234400,8524800,9684182,52085200,18911800,32106700,35239800,13708200,6535400,24745795,81059800,17122100,19451400,5424900,9642200,12191500,33898000,22298000,9242800,17602000,27526200
14359300,5597900,300233600,61943200,6995100,56904300,24947300,9543200,14681900,7633900,9176035,49309900,17521100,35408300,41525600,12627600,6860400,18558508,81593200,19498800,23139200,3939100,12917500,12988200,38417400,22787500,16597800,25785300,43592500
12330400,4796500,271857200,40210600,6870800,58319700,29871000,6548200,13499100,6814100,8782739,44538000,18482300,41956900,32175100,12773400,6365700,19268738,85922700,16177200,16428100,3177500,8065200,10444000,33024900,19362800,10334600,19033500,30866800
12208600,5726800,401693200,41370700,7650300,48582500,26960400,7561300,12602400,6801200,11031639,52344000,19785100,51513500,30150800,12000000,9589200,23075912,84866200,15761900,19922900,5949500,9364100,12450100,46013800,18692100,11030000,18474500,31957800
8907600,4396600,336752800,46140100,6737500,39823400,23764000,5472600,12241600,8200400,10176952,46698500,20815200,44978500,32536600,10660400,7934300,18375003,78975200,17690000,17776800,4915700,10654500,11898300,39225100,30344100,8977100,13122000,32246600
10593900,5288200,287531200,43683100,7417100,48235600,29198800,6647400,14676600,5799100,8340699,50019800,17604800,49096200,34363200,11678400,9311700,19901939,82516700,18849500,14625500,4293300,8894400,11834400,40626900,24488300,9638400,14235000,32538100
11046500,5301000,303602000,77826000,6578100,42873900,22560100,8587800,11497400,7159100,9052084,41106100,13986100,42511700,38111700,9708700,7742500,18311494,75638200,27053200,13789100,4151400,10014000,10639300,38551300,20619600,11040500,17762500,28533000
9459400,5162200,252087200,63267300,6059600,38473300,24129100,6762200,10170300,5594400,7482561,41459800,15066800,37821700,29826300,8259900,6717000,18052848,64568100,17200800,15796000,4610600,7517600,8573100,32610900,17062900,11095700,19416900,24520300
6999800,4119600,204216800,47880200,5746500,31278600,20411500,4186700,7121700,3924900,6718458,31633500,12133200,23297900,30041500,6441400,4262300,12467218,57042300,14183400,16073100,3085400,4879500,8273500,25363600,14950700,5898000,12053500,30591500
5565000,3219000,167976400,51052500,5725600,27120300,18486800,4152800,6936700,5035700,5820467,31628600,21754000,23446000,21656900,5621700,3869500,15803316,63420300,10960100,14571600,2733700,5329000,7650400,20660200,15714500,7114900,9737500,23119200
6075900,2929000,197002000,29954000,8970800,26014200,18514200,3588200,7335400,5296000,6635092,48074700,15746100,25373900,23379300,4519900,3613700,15079672,77927200,9610100,21691000,2919500,5450000,10429700,21251800,20613100,9305200,8752800,21563200
8313400,2747900,176218400,41899700,6847000,26790700,14362000,4689100,7858200,4246100,6394093,29586600,12606100,21936400,28029600,4668900,3777600,11665288,57969900,9771300,11095800,3182600,4548800,8737600,18672600,12595200,6798000,9423200,18303900
8338100,3867300,165934000,42372400,8106500,28180500,23220600,4446900,6353900,3504200,6619820,27810000,11594500,17621900,24018000,4803200,3990300,12843345,49630700,12731300,9168800,1852300,4636800,8150500,20159400,14051100,18891100,9838500,13936500
10023100,2281400,129880000,37347400,5036400,21235200,14905400,2801600,7299800,4031500,4747585,23906100,10071200,14207100,21199400,5050400,3588300,10039211,41243300,8476900,7768700,1784100,4650300,6004400,17612500,11994700,6488800,9541700,14814600
11253000,3702100,201820400,51085500,5785600,31641400,17334900,4689400,7454000,4874300,7357773,32323400,14994400,22850000,26820800,8330900,5639700,14314108,67111700,11266500,16848400,3042500,6365900,12296800,20284400,16479100,10857800,15922900,20407400
8693200,2447500,202887200,56699100,8489900,30366100,16394800,4953500,6438800,4051700,5852684,41410000,11567100,21279600,22563800,7848300,5496300,10657950,62769000,10468100,14438400,1944000,4984100,7859500,21786000,15379000,6691700,13789900,22899600
6122800,2861500,168895200,41351000,4686100,22683500,12284800,5194800,6094700,3890600,5395896,26719500,10758200,18937100,22903300,5665700,3071100,11481888,48318200,6642700,12564500,1482100,6390200,7665500,18234200,11146500,6206500,9292200,22562500
6902500,2503300,161834800,37874200,4752100,27643900,17023800,6445800,7125100,4365000,5832705,40499700,11125400,19165300,42055900,4901300,4783700,13876568,51385100,7773600,12747300,1693400,4923300,7094600,19689500,12231800,7112600,10942900,31453600
5037700,2168000,131022800,26034100,10519600,19592000,13854700,4774300,4415600,3016300,5355206,23251900,8153200,19586000,26911900,3182500,2642300,7706678,41905300,5077600,7926700,1241500,2964900,5138600,12977700,14043700,4412300,8064700,17306000
8703200,3029000,194994800,33970500,7166300,22882400,14797600,4149600,5655400,3486600,5322780,25674000,13838000,21801900,46151300,3863800,3318400,12155333,52874300,6397200,10474200,2122800,4778900,7334300,16765600,9980500,6482400,11366300,19866900
10415600,3107000,131154400,39297600,5652800,18428800,13982300,6042700,5693900,3252800,5896616,22841600,11962300,12893200,30118600,4961500,3043900,10809072,40940800,8053900,14192900,1994700,7841800,4042600,18372800,12118700,6050200,7478400,14157600
7526600,2617300,157125200,41364800,5926400,26178000,12291900,4662200,7262800,4016700,6754650,24433500,12181700,17606800,32449600,7120800,4170400,9145058,50479600,9373800,12020200,1721100,7738900,4391500,17825800,20308200,6130400,10627400,18029300
8269000,2864200,215250000,52389400,4132300,30701500,16130100,5426700,6717600,4750700,5194436,27385600,10920000,19844600,30191900,6467600,5393100,15433162,52765600,8111400,15899800,2038500,5857500,7312900,15054300,15375800,6288500,10305100,17926900
6140400,2824000,130015200,34983800,4083800,23438800,15749000,4674800,4753100,2529000,8558058,26420300,12226200,18957900,23679400,3856500,2893000,11675768,36669600,7244400,10832000,2204500,4072600,4686000,14002200,10505200,5951600,8133900,17021000
7360300,2672900,180991600,27043800,5743300,31661000,19620600,3819000,4845000,2418100,15009054,25248000,9951100,26863700,23035000,4758300,2331100,17876574,56203700,6597000,9465400,3049200,3977500,13737900,14234500,10562100,5915000,9300200,16101400
5130300,2845100,116862400,22734500,3794000,18330700,10320700,2314500,4067700,2629700,7412479,23350400,11515600,15811600,16662400,4243600,2749600,11933890,34620200,6463000,10259400,2274100,3663300,6660900,12701100,14502500,4676800,6482700,11463800
5807200,3226400,124814400,25936400,3545400,16100200,14226500,2013300,3565500,2786400,7198154,35092000,10665000,17668200,16638800,5050100,2585300,8152497,32790800,5343500,17277000,1832100,4420500,6281400,15684400,11411300,4232100,9613300,17132200
9125400,1946200,126161200,35884700,3045300,14639200,9175500,2024400,5025200,2837900,5215251,50187000,8653400,15175000,15809200,3319600,2247100,7686451,34277600,4450100,12751100,2130000,3265000,6710500,15371500,8391400,4101100,5781200,13614100
7785000,2472600,117087600,34563000,5344800,17937900,12037100,2743100,5472800,3137700,5150295,25902200,8924000,19175500,22870200,4048200,4644900,12786753,33194400,6875100,10635700,1405200,3706200,5036400,16050100,9903300,6705500,5974600,15518300
7165900,2548900,112004800,37806900,5604600,16427700,10645200,3344700,5080700,3377900,4997893,28784700,8558700,17246700,20238900,3805000,8294100,20273560,34392700,5145400,9958000,1907100,3862900,4731800,13392600,8614400,5707200,6910700,16503700
9396500,3365100,137280800,60454400,4261100,17430100,12342800,3086300,4381100,2651200,5499450,30451500,9285200,15780000,20462600,3465200,3987100,13687194,51286600,9461400,8707900,1420200,4258400,5256700,17818100,12862800,5062500,14870700,20139800
6553700,5704500,183064000,37876600,4040500,26679900,12222000,2695400,5152700,4492600,6941047,26279900,14829600,20801100,19127600,7127200,3667800,11638878,53875900,9371400,10026400,1908800,7631700,6830700,17532400,11331600,7887500,13499300,18638700
4620200,3045400,240616800,36613100,3960400,22095300,13250100,2650200,3819300,3681100,5152073,21194800,7309000,14290400,18547700,3764800,2926400,9518565,39370500,6151200,7366400,2580200,3526100,4276900,13857400,10109600,7066200,10381300,13209100
4875400,2035800,133568000,30708900,4500700,15997700,11192400,2990100,4090900,4123000,4202723,18957200,7198400,22544200,15725900,4027100,2229800,8850255,30372900,6348900,5636000,1657700,2894200,5974200,11833600,9386200,7189100,5935900,19514800
4410300,1975500,147751200,30621000,3477400,15060200,13608700,3272600,4655200,3122300,4078772,17252100,6562300,13370500,18064100,3828400,2269200,7401395,36839200,6321500,5425200,1798700,2501300,5264800,10902400,13513000,7716900,6445800,30169800
4723400,1980500,142333600,29627700,4465300,16040300,11145900,2408700,3321100,2349500,4042372,17848700,6191600,11892900,20978000,3916900,2168600,12414922,32139300,7342300,7892200,1309000,2579200,4112600,12460400,8540500,6240400,5769700,51992400
4627600,2451200,115215200,29525000,4377900,20173600,9749600,2480100,4501300,3096500,4615580,14733500,5570500,16466000,16771900,3039600,2800800,12602410,28316000,4565900,8762800,1333100,3162300,6460900,14083100,9262200,6894000,9115200,20868800
3913100,1534300,133838400,22695700,3911300,21959100,8585900,2277500,4365200,2740400,5232615,20384500,4712100,13985100,20487800,3411600,2169700,8791672,30877800,5488000,9279900,1125200,3200000,5403400,11097900,6470100,5965600,6943600,24079700
5917600,2163700,145946400,20055400,4207300,26182700,7101000,2212200,4378300,2356400,3697924,18684400,5887500,10874600,31907600,2631300,3034600,10622528,30892700,4937600,6947500,1016200,3490700,8696000,12636800,8683100,4923500,8447300,20555900
5504900,2241000,162301200,22579000,3874100,25817100,8749100,3549200,4399600,4870400,5004587,16754900,7039200,13424400,27962900,3610600,3030000,9544660,32038200,5622600,6734400,1913100,4214300,5904600,13117700,8219700,6303500,6366700,17049700
10681600,2292700,200622400,26002000,5376100,36986700,12215100,3445300,6237200,5786200,6153409,21065000,6970500,15854800,35451600,4729100,4806000,10935146,44711500,6739800,9312600,1964900,5474100,12534900,20604500,13377100,11850200,9725100,21085800
10625100,3322700,158929200,37499200,5542400,50417700,10678200,4176700,6434500,5226200,5501332,21569400,6871400,18000800,35152500,4868400,5897700,11407585,41873900,7431800,9310000,2651300,5704600,7442300,15859200,9695100,13076700,7411000,22002200
6618600,3111500,166348400,26756800,6583100,30573000,10113000,2867800,16176300,4660300,5006470,21373300,10340400,31579400,26099000,6879600,10113700,9367234,46610400,9165000,10694800,3352700,12182800,5673800,10174000,10785900,17309300,10590000,29766000
7781700,5631400,135178400,43781800,5603500,26966500,12304300,4505800,8314800,6402800,4399162,20428700,7388400,26118500,30504400,4653000,6017100,12552630,35264500,8517200,10020800,1706100,4015100,6398300,15735900,11802200,9374800,12877900,40044600
4920600,3835800,101729600,32373000,3404900,24345400,7749300,2210500,9387000,4427800,3390191,21865000,6107300,17839900,19597300,3365000,4059900,10591822,26799100,6514100,8047600,1598500,3059400,5264000,18467100,7446800,5201000,24915400,20332600
5218500,3714600,111504800,21835500,3735700,20184500,9160000,2599900,7534200,2949700,4017372,30584000,5713400,22295900,20552400,4920800,3428800,11027685,31261300,6347000,6593800,1835600,3200600,4951200,21405400,9545600,4648900,10748800,25749900
6241900,2377500,102688800,48263900,2342300,18674900,8830900,2153500,4772700,2374300,4184941,20987700,6487300,13193500,14621400,2913600,2789100,9000329,29119500,7504300,6552700,2993500,3604900,4429700,18201000,11338100,4439700,7482700,17578300
3734500,2334300,81803200,21098800,2735100,12592800,8563100,2176400,3041800,2958000,4373117,14103000,6140900,13008400,13557900,2475200,2661400,6357482,20826900,4049500,5571900,1705400,2922800,4965100,19960000,5807600,3391200,7453200,9288200
6559400,2397800,125522000,30338300,4185100,21776900,9430000,5971200,4535200,4370200,5720888,20933600,7072300,22223100,41233900,3990900,4616300,19146017,36073600,7185200,10432400,2840500,4567800,8353600,20830500,9662200,8179300,7910200,16466400
11007700,2932100,112945200,32799900,4462700,22157200,7822600,8182100,4664800,4291700,5990965,19886300,7950000,18447600,39402000,3993400,6056300,12828987,39517100,7915900,8279700,1738200,5618900,6340200,17063800,7650300,7748100,10357900,19345400
9268200,2591000,133560800,34734300,3743700,20013000,9633300,4886100,5259300,3481800,4095404,17253500,6189600,16230600,24713900,3567600,6730700,13180906,33810200,7260700,6586700,2028300,4387700,10275200,15427900,8352200,5938400,8141600,18606000
7710900,4251200,153532400,33853900,4219000,43553600,17010000,3822600,5341600,4135000,8294675,33393900,8504000,51125000,26526400,5717200,8632200,13517104,42130400,10332500,7868000,2973600,6251500,19588900,34227800,10211900,8856700,9770400,17745100
4269500,1816700,80791200,27127300,2131300,18712400,7344000,2230800,3407800,2071100,3003798,14317700,6141800,17010700,15176800,2168200,2083400,6269241,22622400,4295400,5105600,1726700,2894000,5711600,18156100,6011300,5770600,6850100,10538300
5433800,3198900,87642800,24780500,2977500,17285900,7880300,4128700,5301000,3625800,3115093,20702400,6078300,15255100,21195000,3125500,2333800,11352984,30794600,10798700,6327900,1795800,2756800,8571800,17300400,8462100,4284700,6395900,10753100
7301000,3660500,104491200,66486400,3712600,17492000,8440200,3471900,4638100,2992700,4097914,16737300,6339500,15508300,25941100,3881500,3674300,13675457,27311000,5867700,6171000,1774200,4360000,6004000,16086700,8879400,4681700,6754300,12584300
5841600,2392800,87560400,67155600,3076700,14100700,6371700,3522300,4759400,3768200,4042581,22010100,8170500,13604700,26784700,3469100,2880700,9292930,28761800,8775000,6895800,1695300,4374300,7301600,16147300,7829800,4949600,8005000,14195100
10097600,3714600,137250400,99846000,5591900,22591100,12760100,4737600,5054300,4524900,6163764,26813100,9725400,20504800,42231000,4728300,4527200,10413347,39893600,8363600,7337800,3129600,5554300,8232200,17105600,8561200,8052000,13112400,16581600
6795200,2270500,95654400,80902800,4139200,17820900,11090700,3260300,3811900,3573400,5617543,21546200,7555600,19896700,24881800,4443900,2987600,9956838,33211600,6165400,6926700,3168200,4635500,4592600,14963000,7628100,7233600,9448100,13858100
5517400,2403600,147712400,66688700,3819600,18597300,10745400,2478400,3716100,3679100,5641706,23594100,8247200,16713700,17031100,3728600,3161600,8846168,29783900,5385900,5563200,2875400,3061500,4025600,14530800,6892300,5066500,6915400,10882800
5747400,2851300,166651600,90384900,4018700,18462400,10486300,3091200,3589800,3309800,4952601,21367800,10137100,15716600,24913300,3459900,2551300,9080920,43872300,5194200,6678200,3377200,3296100,8127200,13649100,8405300,4561400,9380500,11497100
8601200,3900700,201662400,103212800,5969300,35582000,14944800,4923400,6563700,4184900,12304726,26998200,11913300,26070400,36259200,5796000,5016600,14303838,52854700,10976900,8937500,3541000,6638900,6521200,23412500,11974600,7899700,11387600,26078800
7251100,2426600,200146000,89550100,4492700,26125600,9532400,3380800,5238500,3612400,6506434,30419800,8687400,21822700,24856800,4108600,2998800,17000656,43373600,7416400,7998500,1885100,5416800,5443800,17129000,11706300,5017800,10786400,18361900
6472400,2471800,138808800,78612900,4093100,21300100,12289500,3467400,6250900,3314000,5385959,29651700,8649600,15622300,22153600,4499000,4093800,17684162,32770200,8645300,8786000,1942100,4494600,6000000,14826800,6752700,5275800,10901100,14156400
6706000,2581600,165428800,76496900,6892400,28074600,8726700,3099100,5291600,3804500,5864608,23226600,7579100,18803500,22193600,5434800,3386700,21437050,42556700,6054400,8165200,1545000,4245400,5824100,15021300,11057200,5446100,8389200,12951200
4408200,2751100,114406400,53085400,3228100,20399100,6019900,1798300,4234000,3507600,3302013,20454800,5100100,12602800,15639800,3154100,1714600,13983045,25687800,3405500,6320800,1328300,2538000,5038600,10652100,5968900,4769000,6722300,8921600
3645700,2469800,96820400,60849900,2467700,22423500,7064100,2051700,3347800,2581600,2997208,24899700,4797400,9380800,16591900,3153300,1806100,7750903,23061600,4392400,6274400,1111100,2926600,8677800,9019500,5803200,3201500,6690000,9577300
7589500,5319500,264476000,67262100,6488000,36103200,14838800,4962400,11114600,5265900,8471554,60336100,12206900,30464600,40371200,6267700,6405200,17691393,44441100,10304000,17506200,4756900,5172800,11841000,28868200,11483300,13680700,13359600,23496300
4799900,2337000,135445200,53901500,2806300,18398600,5939200,1806900,3815200,2529900,4993081,22846000,5285600,20876200,16216900,3223200,2020900,7474231,32818900,6918200,5695600,1967800,2174100,6252200,12333900,6674500,5154100,9112800,12868000
