AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS
4175400,3009100,148158800,3292200,4783200,23833500,6384800,3999400,4242900,2756000,4434935,18774600,7631700,11603700,15670900,2571500,2475200,15120125,35329300,6762700,9843900,1793400,4063600,4783900,13969700,8788000,5528100,8152700,9723500
4776600,3973900,365248800,5705600,6165800,29606700,6496200,4060200,4810500,3184000,4546648,32267300,8654500,14714400,16286400,3728200,3358200,13910628,42579100,8007400,9820200,1887500,4623200,6365700,19245400,9428300,5853200,8277300,10594700
4637200,4193400,234428400,4448800,5456600,27515000,7952500,3788300,4762600,3583600,4683779,35447300,8831700,13013700,16935200,3194300,2995100,14753115,44060600,7844200,10565700,1793900,5367600,6650600,17035800,11065800,6868600,8029100,10122800
3289000,3032500,219111200,4030300,4653400,19488100,5712700,3152100,4928800,2944600,3923755,22736800,8404700,13135500,15430700,3283000,2162200,15795142,35656100,8184800,9012500,1082800,4133000,9064800,16349000,12928000,6192500,7789700,6714700
3227200,3290300,164101200,4736500,4202600,22071400,5674900,2692700,4722400,2636100,4982726,22749200,9351600,15420700,13578800,2941400,2479800,11896686,31514400,8809000,9551300,1403900,3618600,9057300,21424600,9243000,6548100,7200900,8730700
2954500,2869700,180396400,4213900,4865600,22640000,7097000,3321400,4922000,1992900,3800850,22554500,7403500,18032500,14230300,2680700,2163600,11916284,32280800,8591000,15015600,1753000,3425400,5445900,18136000,9987600,6318000,6272300,5931900
3523800,3131300,143122800,5358100,3418500,23277600,6078300,2808700,3605300,2149700,4089860,27202600,6224400,15976600,14376100,2498500,1939300,19134070,30067600,11148600,11102300,1061500,3374100,5116900,14259900,12514900,5130500,9396300,6160100
2770600,3379700,108092800,3158900,2908600,17378400,4491700,3182700,3285100,1890400,3893630,21751300,5300400,11088600,15439900,2348900,2359900,9878029,28314200,10689900,7166600,839400,3967100,5185200,15801500,5860100,5684700,5394600,4819100
4120500,3378600,129756800,2476400,4482300,16243600,6121700,3361700,3871400,3100600,5469220,19193900,7374400,11514300,21258500,1886200,1914400,15669486,28437100,5677400,7952000,1406800,4955500,5815500,11342300,8666700,5997700,7085100,6980600
5795100,2859800,114843600,2940900,3224100,17744100,4226100,2911800,5016100,1841900,3668845,22480800,5194400,11342900,26504900,3860200,2737300,13102096,31587600,6212400,7834500,1373400,5325600,5350400,10058000,7594900,4260000,7058200,9800900
4701900,3302400,122278800,2731100,3636900,17262500,5624100,15194200,4075400,2247300,4017791,19057700,6264200,16907800,18533000,3375600,2492100,15272504,29853900,5697100,7964500,1349800,6069400,3936800,13411700,7258000,3785200,5410000,5899900
5693300,2440200,119284800,4270400,6878500,18826200,4442700,8177000,6499200,2577400,5261275,17448700,7632000,12044600,14247600,3061000,1978900,16969321,28393000,7737300,8044500,1109200,3583600,3743200,15223900,5864900,3625500,5614500,6392000
9872500,3095000,135004000,4256500,6122400,24416500,9382000,5650900,6371100,5421600,6284891,29874600,10593000,12760700,16428700,3498000,2746600,14980741,37427600,10404100,9100300,1923900,4844800,6151200,16802500,10263500,5539900,6120600,8554700
4699800,3173100,121576000,4336500,5188700,21338400,7242000,4648500,6272700,3196500,10514810,25940700,10568100,11700400,17083700,3190300,2709600,10568766,32371300,8781700,13518500,2155800,4052700,5203300,18284800,8102300,5578200,8063200,6986700
3585100,1917500,92522400,2924900,3123600,24770400,6082300,3410700,4910400,2966300,23078630,18960700,9267800,12058300,12146700,2530700,1652900,14369233,25874300,5823000,22869000,2008700,2971100,3335400,15109000,5465800,4187700,8345800,6845600
3415900,2390800,101766000,2801300,3943600,17360600,8470700,2631800,3860100,2707200,6613753,50578300,9917000,10272000,11296800,3214200,1582800,21986621,23164800,4753200,12146400,1621000,2927300,6734700,12494100,4924800,4153200,7609700,6716800
3488300,4383600,134142000,3185600,6417400,24196600,6261800,3275000,4501800,3206300,5969940,86455700,7585100,12066500,14369400,4405600,2320100,14054099,31225600,4457100,10618000,1972800,2809100,4600800,17800300,9756300,5221800,7218200,5706900
3185400,4186200,104768400,3128900,17421400,18296700,6886600,2369600,4091400,3478300,5604154,35928700,6927700,9966900,12283100,4138700,3156600,13376672,29476700,5452000,9765600,1284500,2837300,4054700,25955700,9857200,4088300,5875800,6178800
2827400,3182100,166348800,3202700,8550800,14470100,5359900,2694100,3686900,2424500,5268807,20988300,6669300,11998600,9743300,3666700,4311100,11966693,31490500,4187500,9769800,1275200,2173000,3915100,33789200,7457700,3367100,5253400,5253700
3501500,8089100,244439200,12705300,7181600,18329300,7941700,2773300,5197700,3112800,4707941,26931700,7299300,12952500,12526300,9489900,2168100,13941230,49471900,5200200,7750200,1682400,3659000,4653400,27260000,8078100,4122100,11849300,7853800
4302100,4397900,162958400,6878500,6643300,23693600,11225600,5604500,5138000,3473600,5108664,43051300,17298100,32181500,17520600,10440100,3338400,16797658,55636400,8599200,16044400,1619500,4055100,8615900,28585400,20095700,8390800,14723000,8351600
4727800,2488900,130672400,5625700,5646700,16266500,10934300,3174200,4513100,5536500,3981076,37442900,9575200,19130100,13000800,6529200,2239400,15941757,35535700,5351900,12720800,1064700,3946800,5959200,13778000,13248300,4642500,12591900,6557700
2578300,2930900,125982000,4256600,4541700,15743100,7987900,2400200,3050200,4692800,4149064,20905000,7759000,15105700,9871500,4533800,1973600,11824165,31315100,4236600,11887500,1214100,3398900,5264700,15818900,11882700,5444300,7268600,7037000
2231200,4933300,144406400,7230400,3614500,16946300,6887400,2601000,4135200,2962700,5647249,31641600,6449800,12651900,12763000,4495900,2036900,12955690,27325400,6545600,9772300,1306400,3597000,4575600,14124600,8455700,7128600,6099900,13619800
3595700,3322400,112958400,5356000,3098200,18160500,4990400,2063100,3072500,3147200,5104166,21647800,5066100,8689100,8745000,3965200,1672400,8375721,20609800,3682800,8693900,1504900,2570000,4205100,11391400,6146900,4336400,4264900,14229000
3857300,4188100,126966800,5211400,3682100,20331200,7281900,2948800,2793400,2961700,4580852,27825900,6085300,10047800,13177500,4176300,1949400,9661407,29760700,4827500,8732500,1083900,2458200,4545500,12436200,10675300,4631200,7010100,8658100
2581900,2601000,95280000,4570900,3135000,18407100,5671000,2757500,2792300,3952100,3399291,18851200,4436700,9813300,12892600,4051600,1451800,9266940,21461100,3786500,7483200,1252700,4547000,3018700,12011700,5950700,4139400,6169200,6395500
2653800,2867300,83973600,3046900,2648100,19363600,4859600,2056500,3729200,2977700,3237475,18004100,4962200,9369300,10978500,3216400,1513500,13803942,18914100,6158500,8494100,1610200,4856200,7125500,9802800,7600100,3482300,5542800,11086400
3238600,2412400,89134000,3263300,4505600,23909200,5400700,2392900,3773200,2654900,3469791,18050100,6262300,10983300,12852300,4692800,2623000,13676086,25056600,6290300,11238800,1729500,4327900,5631700,11227600,6090000,3980000,5881300,7610200
3182100,2166000,89960800,3078700,3189600,28325600,5935900,2757300,4146900,2759700,4448638,17712800,7902200,12748800,10754100,5283000,2967300,10980106,18394900,5032800,11587200,1351000,3066400,5296000,11884800,6885600,3856900,5458500,6919700
2385900,2611500,87342800,2724300,2877500,47598600,5406500,2865000,2600600,2110700,2917712,17545400,3910400,58905400,11518500,4428800,2229700,8577042,21784700,5179000,7930100,1266500,3015300,5061100,11190100,6314000,3855100,7200800,6324300
3882300,3314600,98507200,4017300,5217500,30189600,6209800,3065400,4997900,3039400,4020929,22520400,6665000,35701600,14716900,4648600,2000400,10886100,26606900,6111300,12069100,1304600,3673700,5282000,15719400,6536000,4670400,9481000,8197300
3692800,2267500,75891200,3051500,3881300,20204500,4277800,2558200,3828400,2479600,3541442,15611800,5935500,25511300,12764900,4765400,1534400,9653547,18038500,5105900,10098200,1459300,2486700,3883200,12272700,8406700,6374600,20697300,8169600
3840800,3046400,104457600,3990100,6199000,17550900,5940600,2266000,3970100,2622400,3976892,21607700,6089800,27464000,10030300,3707400,1879100,8993517,21607700,6436100,8947400,1784800,2802800,7047200,11379000,5283100,7882400,17631800,7081500
2566500,2947600,68998800,2880500,4051100,17120600,5139400,2785900,3094200,2706300,3072416,16162100,6665500,23121200,8400100,4391000,1737600,7740633,29063200,8579200,7444800,1227800,2554300,4463000,14680500,8573400,4482200,6413200,9480100
2256400,2774100,75652800,3132300,3485000,22008100,4517600,2626600,3321600,2868500,3256930,31934100,5223900,24728400,10647300,3073500,1534200,8337469,27763200,4449500,7925400,1422900,3191100,4175000,12534300,9680800,4928700,8086900,8734700
3333500,3182600,87493600,3276100,4444100,24264300,5196600,3032200,6190700,2312500,3341133,20711800,6846600,23774400,11230700,3090800,2183500,9741265,23750600,6229700,7436100,2051100,3679100,5076700,15051200,9731200,4308200,9235000,9327700
2548100,2431000,68280800,2503700,7275600,19382500,5445600,2499800,13635100,1986300,3201178,16082200,5106900,20463200,15465400,2219100,1671300,8927912,21536700,6678700,7115300,2278700,3212900,4496300,12005600,7332500,3498700,8488100,8956000
2393500,1886200,111341600,4603800,3441000,19940900,5289800,1804200,8766200,1751400,2647321,17590300,4378100,17827500,9968800,2261700,1540600,7852978,21487100,4588200,6013600,1350100,8952900,4278300,8962800,9731200,3959900,7902300,7249500
3295800,2776200,112861600,5063100,4024000,30708500,6406500,2964300,8060600,2843900,3616859,18388800,10133200,22533900,15156900,3297900,2121700,11588365,29083900,4988100,10575400,1739700,11034300,6908100,15743000,6250200,7775000,11375900,6716700
2682000,2409400,103544800,5124200,3811000,23683700,7743600,2580500,5481300,3385400,3169380,18359300,5641600,16291600,13813300,2691000,1754400,10624205,23501200,6314900,7733200,1360400,6921300,6919900,10942700,7016800,10298900,10352500,6996900
4053200,2274800,109744800,5971000,3859800,18725900,7499500,2683600,5046800,4068400,3563617,21706100,8377700,15973800,12466300,4899800,1989900,8522755,26608000,7339500,6895300,907900,8646300,17886300,13674400,6979700,10870500,7683800,6015000
2685700,3445200,78949600,2844300,3122900,14994200,7345200,2338600,3691000,3381900,4445814,21057700,6568900,13062300,10856600,3362500,2744500,8698190,19538300,4976300,6274600,1324200,6924500,16042900,15749500,9678600,11956100,6119300,5225100
2616000,3956100,83241600,4159400,3886000,19686900,7599900,2247500,4460900,3929400,2895642,14740500,6236900,14232100,9070800,2083900,1825300,8167169,17687000,3198000,4622300,896700,4878700,7436300,13935500,8186400,15392500,4696600,7352800
3048200,3421700,99185600,4893600,4290800,22209200,7201100,3567800,4122200,3579600,4559305,17803000,6100400,12084000,12705700,3268100,3339600,10925505,25339000,4321800,8408600,1141100,5033500,6916500,12644200,8761700,9695800,6126600,6324000
2077100,2750900,95997600,3794900,4238000,18182200,7014100,3162700,3867100,2920700,3947186,16793900,7046700,15579100,10582400,2757200,1724500,11716326,22818400,4669700,5144500,1153800,4921700,4800700,10617300,5168100,9909500,5659000,6549100
3289200,2816900,128044000,34742200,3914800,17859300,6088600,2669000,3866200,2792800,4120508,18963000,6150400,22126900,9763200,2071500,2385300,9126613,26491600,3999800,7544400,1293300,4539600,5699500,13627400,9361500,5638000,5345300,6952700
3917500,2677500,129870400,36922600,4208800,19485300,6184300,1977400,3777000,1822000,4136616,20782100,5552900,19348500,10219100,2191800,2115100,9261281,26132700,4431600,7597500,967300,4235800,4082100,12813000,9465100,5638400,5070500,9920300
4234100,2719700,124130000,32662300,4285200,20568000,4707000,1904500,4528300,2533900,3319167,25522300,6446900,16222500,13022200,2612100,2036700,8059749,35513800,5037800,9883300,1189600,4881600,5230600,14168300,8308900,5720000,5482300,17994500
3538200,2909600,94318000,13514100,3742200,19215900,5146400,1482300,4393000,2657600,2864576,26647100,8493600,18504100,10926500,2375300,1793400,8530406,30763400,5906100,8590200,1035600,3865200,3247200,12148300,9364900,5792300,4925800,17409600
4780400,6865000,156171600,26697700,7049900,43670700,10449700,2985200,8059100,5287300,7482770,46512500,11922500,47254500,24811700,6010500,4394700,17341046,54681100,11031400,30802700,2113100,6466200,6743700,23715300,20162000,9773500,14600000,14932700
2918000,2430200,104879200,13119200,4095400,19073800,5586900,3354900,4395800,2395900,3418851,16274000,7369600,24006400,12935500,3669200,1843600,14357914,31207600,7750700,8442800,1370200,3927400,3575500,12168100,9689400,5296800,5770100,21769800
3331300,2268700,126585600,9856100,3315900,20596400,5096800,3284900,4437100,2694600,3642486,18274800,5882500,14987000,12889300,4102800,2351600,10224393,37588700,6642200,7334100,1675800,4164800,4379000,13462700,9236100,5880900,5414400,45384400
3309300,2378700,124140800,8737600,3522100,21140800,6708500,5033500,4772600,2373700,3817377,24325300,5475700,13376100,14920700,3522400,1734600,11894590,28113300,5991500,7513800,1339500,4193500,4391000,11902900,6391400,5171700,6323100,35588700
3111000,2292900,204136800,6951000,2635700,20082700,5050400,4031500,4755700,1951900,3771248,19127200,5765100,20043000,19751000,2830200,2288100,9473291,29854400,10386900,8221000,1527500,2699700,4277800,10920100,7027100,3795200,6551000,27438900
3737400,3144700,169630800,10143900,5745800,23938500,5786800,5703100,5173600,2430900,4055551,21438400,6528800,19055900,31115200,3319600,2716100,10639191,33624500,21659800,11035900,2352800,3777900,5614300,25125400,8119800,4855400,6708100,24133800
3596200,2523700,175381200,7939600,3199800,18774900,3837500,3751000,3845900,2048500,2970431,16971400,4500300,11668200,21032300,2651600,2020600,7878654,27067100,15558300,6955500,1143500,4110900,3795400,15463400,7568000,4567200,5407400,18187500
2844500,2359100,199202000,6479700,2638200,17742700,4079800,2910100,4143300,2214400,2671170,17724300,4758600,11434900,15987100,2609600,1895600,9242731,26097700,9611900,6909400,1501100,4416200,6910300,12316900,15594400,5582400,4945900,16693100
3346600,2022600,119393600,9600000,2378300,20447500,3727800,2343800,4298400,2764700,3240717,19656000,6764900,11543600,12753200,1684800,2004000,10020766,22733400,6485100,6037100,1198700,4819200,8218700,13290300,12253800,5180900,8471200,10794800
2693300,1885600,83121600,4921300,2487200,13095000,4057700,2343400,3326100,2179200,2786439,13607900,4602100,11121100,12454100,1977100,1670600,7161298,18334800,6032700,6793700,732400,3601500,4424800,20547100,16902200,5768300,8054300,11748900
4891000,3189700,94256000,7694700,4681600,19582300,5318600,2632800,4674100,2704700,3244064,18736100,7168400,16045600,14523400,2952000,2858300,10147994,25399800,6492000,7535400,1328400,4294200,4913100,17283900,12164400,4993100,7439900,16358800
5125100,2660500,111448000,7735700,5081500,19741700,5506300,3562600,5381400,2393600,4167578,17830400,5885200,11522700,17499300,3195100,2588400,8820282,22789100,6737400,6626500,1547400,4809500,4601100,16331100,6420100,6328600,8505800,10785100
3568900,2141800,91062800,6401000,2529000,17264000,4362700,2247000,2717800,3332700,2515421,13704500,5517800,8495000,10295400,1797700,1413500,5875088,18142300,4433800,6088800,1050200,4057100,3158400,11408100,6215100,36877800,6274000,9231800
3719700,1948100,93087200,7350300,4821800,21110400,3595400,3227900,4581500,3815200,2804535,24552800,5947000,12854500,11499200,2512300,1570000,6550734,22860700,4080900,5226500,1122000,2851400,3819100,15491700,8209300,17901900,5687500,10534900
3619600,1785900,76457200,9388100,2988900,16412100,3715400,2582300,3138400,1967300,2898571,16520500,5844600,7814900,11952100,2324900,1560900,10257719,20112800,3660700,4786100,1115200,2255500,6295200,8776000,5100200,14150500,4026300,14378400
4553700,2163300,74106400,6857200,2812300,13817500,5551400,2447100,3615300,1745000,2857463,19268400,4759700,7677600,9933700,2438400,1391100,10324162,15826200,7367400,4281800,1090400,3343000,4315300,11497800,4178300,10509500,4656000,10907900
4776600,1629800,103526800,14482600,2497300,13862800,5483100,1891500,3040900,1854000,2215637,11758800,4329600,9421300,8056300,2290100,1130000,10586267,15116200,4705800,8468600,1006300,2195400,2848400,11680500,5604700,7121000,5422400,11054200
2869300,1872600,143072800,7980100,3316500,15508400,4143400,2400900,3721700,1932500,3178271,13339700,5210300,8641800,9092200,2279500,1516500,10785282,17612000,3804500,5820300,1377700,2903800,5642900,10414400,6364100,8987700,4367500,17340300
2650100,1653200,86781200,8285000,3310600,13460200,3970000,1907100,3587500,2381000,2801188,13084000,4194100,8059900,10882300,2406800,1348600,6894268,16477200,3918400,5394300,1250600,2753700,3414700,8782100,3918600,5483200,4091100,14091100
2320600,2082600,83603200,6598400,2762900,13186000,3248300,2802100,2465100,1756200,3077332,10845800,4485200,7352400,11183800,1740400,1181200,10410518,14209100,3347400,5078400,955900,8223400,2578400,9219900,5771400,8194100,5606900,12784500
2316900,2060800,111042800,7334600,4383000,14331700,42693700,5096600,3097900,2118900,3032249,12910200,5756800,10690000,25834100,3238800,1922400,10164762,19745100,6037000,6707900,1098300,13979400,2844200,10847500,6745100,7298800,5162000,65253500
2285000,2038300,70146400,3822100,3030200,12198400,13369100,6617200,3049900,2392800,3768947,11676900,5380900,10261300,15163800,1973500,1483300,13822491,15792600,5034900,5639200,779100,10021800,2608400,7741500,8142800,5963500,5111900,32773700
2523400,2727300,102785600,7083800,2672800,19718300,11942900,4852600,3271400,3007100,6591578,30301900,10745700,10804600,11583200,1559200,1549600,12531250,14071800,4652700,8136100,1038500,27361400,3004800,10239300,6021400,7912100,4828400,14564300
3799900,5242100,115627200,4424400,3469400,26093600,11898100,4195300,3271900,3416400,13101882,38788400,9543700,11849300,17791900,1875000,1977600,34181463,19300900,5694900,6778100,1434500,22101400,4765500,15498000,4609100,10103100,3729200,14253700
6186800,8266600,96783200,4703100,4504500,18332000,9546500,2874300,3162500,6376900,5188160,20464200,10485300,12167000,12501900,2918400,1780100,32768445,27991000,7016600,7248900,2199200,13927200,4391500,13189000,7859400,7991300,3727800,11890600
3174400,3215800,77758000,4147700,3637500,11951500,7946200,1591400,2593900,3264700,4700724,12327500,4666500,9834700,7975900,1738400,1403500,14548441,15648700,5390500,9057200,1254000,11191800,2943300,11950400,4602600,5445800,5079400,10197500
3342800,3471700,93292000,4894500,5930500,18796600,9079200,2120900,3702600,4169400,4667461,17739900,5790500,25327800,9193100,2192900,1561800,19281523,24025500,7513700,15979800,1389900,10261400,3418400,23488700,6522900,8327000,5050800,12159300
2318400,2711600,70162400,9855100,8694400,13212000,22115000,4606100,2750900,3825200,2902545,17723700,5676300,15997300,9245700,3070100,2048900,12779102,31257000,8063000,10094800,1161200,6104100,3384900,13227100,7376500,5997200,4697800,11449500
4595200,2453700,74172800,6615000,5094700,15526900,10636400,2075300,3292100,3340300,3043965,27949900,5218100,11444400,9311800,2040800,14646200,13994154,38033900,7069900,6085300,1129000,5954500,5498400,17425500,8862500,6641200,3961100,16382500
2990600,2445400,74596400,4259600,5119200,18010900,11626700,1543100,3560300,2703300,2426511,72364500,4613600,10154300,7889300,2302100,4491300,8888193,23654900,6219600,7747400,776900,6186200,3342900,16329700,7525400,7253700,8107700,14167600
3096200,2662500,88818800,5457300,3374300,16259500,9404000,2997000,3785200,2943100,3094382,42142300,4275200,9731500,14242200,3456100,3803400,7395317,16324200,5008400,4787600,983800,5345300,4509700,13985000,10003600,5095200,6379700,25746100
2387900,3963000,186139600,3732800,3862000,20846000,21431500,1833000,3415600,3651700,4852185,27130900,6003700,17912900,11389100,6162300,4541000,11269039,24166500,7614100,8251300,1558600,7632300,3581800,15469000,6432700,8175400,6133600,15253100
2450500,6109100,259309200,2765600,3652000,17648500,10097000,1981800,4644700,3762200,3194170,20467600,6656300,10551200,10412900,4059600,3818500,15288643,26821700,6524600,6733800,1249300,4823200,2707700,11627400,5248100,5954200,5337200,8906700
2538700,3014000,127985200,2438800,5405700,24220600,9495600,1514700,2810000,4421600,3704304,22655400,8835600,8724600,8613300,2418000,5654900,11579142,27350200,6813700,6270300,1050800,5499200,3181100,14435400,6054900,5301800,5007000,16580400
2856200,2944500,83569600,2953800,4154800,26887100,7364900,1897600,3583400,4128600,2698575,25656600,5281600,7076900,8185400,2915200,4747700,7942582,24911100,6798300,4793400,1109200,4323100,3131000,9388200,4317500,5517000,5316900,8874400
2924500,2735000,129772400,4747600,4866500,17025900,11035000,1927800,2619400,3001700,2921792,26245200,5818900,8657800,9387000,2371300,6517600,9906534,24239800,12836600,4890400,969700,7180200,2520600,10066100,10442400,5520900,4613700,9955600
6282300,2797000,155054800,9740300,5622900,25289700,9165200,2839500,4622100,4683900,4944233,29713400,6606700,12487500,15017700,3072500,5415600,10523387,36017700,9811300,6021700,1191000,5104700,6541900,12963800,6413600,6446200,4575600,10972700
4037500,3368400,105358000,6030000,4140500,21525100,6229000,1817600,3122600,2899600,3994569,36812400,4667300,9281400,9575800,2040900,2990500,10567508,28419000,9501300,5392600,1011300,3768400,4061300,12086700,5445900,5347400,5882000,15423500
3219600,2854400,139634400,6075200,5906200,24322800,16496300,2333400,2917700,2959600,4385564,59642200,5604200,11450500,12205900,1923600,5098200,8105861,27235800,6336600,6901700,928100,4299500,5809300,14834900,6813700,4661200,6240100,15297100
2435100,2942300,164834800,4574100,5240600,21795900,8787900,2089400,3863600,2342300,4160570,42522800,4771600,9653800,13189000,2668800,5012300,9027158,30915100,5450500,5815800,973100,4374400,4462200,10707100,5192500,5039100,8742700,9858500
3710600,3371800,229722400,7757800,8580700,28869900,7701200,3605600,3325900,3704800,5186068,39091900,5560000,11911500,13783700,2809400,5916700,9641705,33944900,6445200,7575500,1611800,4684400,5694600,13759000,9730000,5670200,7361500,11389900
2460700,2525300,146118800,4747800,4019100,25478300,6858500,2463300,3663600,2620700,3431298,24706500,7179400,16844200,10503600,2787700,4014000,8113826,25266300,7529200,7004000,1775100,5329700,4954000,12776200,9756700,5458500,6353700,12001700
2711400,2860200,106178800,4810000,2875900,30577200,6945000,2271100,3355800,1869400,2668346,23407900,6429400,11422500,10142000,1899000,3015500,7284543,24722700,4862200,5535600,1431100,5099700,7783800,10806300,7547000,4570200,6740300,9734100
4143500,2716200,132125600,6036500,4316600,46057800,8543300,2008100,3854000,3032800,3156096,19954700,6857200,17771300,9672700,2520500,4039500,9910831,30112200,6745200,9284200,1686500,4456400,5048100,11695100,9745500,4722300,17122000,9689400
5273600,2266600,131516400,5282900,6122600,27299300,6870900,1928300,5223800,2095000,2739579,22500400,6915300,11257000,9570100,2239600,4595000,8259707,25770500,5068200,6370200,1721400,4486400,5314000,14436700,4582500,4812300,12371300,8964200
2765600,2144300,154449200,3219900,6312500,21004100,4569700,2483400,4782800,2061700,3414667,28675000,4771100,13850500,8518200,2217400,4374600,8281191,23706900,7181900,6565300,1440600,5390800,5437600,20910600,4747400,4641700,7194100,8009000
3369100,2249300,113459200,4022600,5492900,18562300,4859400,2327600,8555600,2536400,2618661,25543400,4859000,10587400,7967900,2264600,4148200,10873734,15293300,5762500,5226400,1390700,5345300,3803100,14016300,9095700,4267700,6889100,7050300
2941100,2615500,118994400,3841400,4620400,19479200,5763300,2427200,5706000,2251500,1934891,16932500,5456800,16050400,7918900,1760300,4504200,13491847,15396500,5237800,4889700,1104200,4038000,3170100,11487100,5416400,3372200,7340900,5093700
3290200,2902500,146118800,5305400,4964900,22734200,11000200,3184100,7754000,2716300,5589196,35783900,6951800,12199400,14558000,3560400,3830200,9831498,23603800,9704200,6175600,1803100,3934600,4508200,11706700,6138000,5041400,6454600,6743300
2240100,2417100,94858800,5387500,3802500,13057600,4890800,1637200,3799500,2035500,2715521,27168100,5473300,6887600,8537300,2105800,2366900,6071588,14123400,5999000,4372100,919300,2973900,3151700,8755200,4105600,4296000,4483200,4570100
2550300,4066200,111792800,3504300,4889400,29769200,8145100,3040000,5165800,3877400,5134605,34779900,11919600,18614000,11665500,3675100,4875100,13779733,23128400,7927300,7615500,1243900,6172700,4934100,21860500,10202300,6457800,10271700,8938400
2553900,2671600,113924800,4160500,5330000,19762100,7451300,2815800,4569900,2527900,3848234,28450300,23247400,12534600,9966400,2925100,3669000,11278890,22763100,10116900,7137300,1484900,3958400,4359500,13418700,6456000,4208800,6520200,7749600
1882400,1943300,84873600,2183900,2878300,12954300,5807900,1919300,3029800,1951600,2868027,21618900,7360600,9087200,10367800,2685000,2478700,7483768,16829600,6177800,4729200,1068600,2646600,4418100,17484900,4750600,3844400,5019600,5274000
2969100,2808900,108174400,3217600,4711500,20480400,6899800,2640100,3681500,1895500,3702108,25532500,7811000,11368600,10952800,3669100,3521900,7142749,26646800,8891100,10282300,1405400,3285700,5326900,29916600,5079000,6568200,5927500,7420700
2968500,5774800,161584400,5148000,4161800,22380500,6100800,2857800,4620200,2384800,4463177,31155700,8434600,14167200,11680700,3211800,3726500,9218103,37983600,11665500,8532900,1628800,4999400,8835200,19518300,8034600,6024200,6614700,7901400
3043200,4553200,123872000,3592300,4060400,21689300,5235600,2420800,5118100,2700200,4093521,28094900,6648900,12010600,12858600,3829900,3746800,9368806,29382600,7526800,6906400,1513400,4992000,12375100,15201200,6684800,5978000,5964900,8247500
2568100,2606400,119093600,3188400,3598400,22521900,5105700,1967800,3704600,2707400,3306720,20802000,6860600,15837600,8340500,4294600,3161600,9821961,24926100,8173200,6481700,1474800,3194400,12072400,11522900,7769300,4507500,6902900,6842800
2209300,2396800,90105200,2582300,3295700,15927300,7370100,1653500,3732900,2229200,2403917,19076200,9115800,15190400,8726700,4657600,3581800,11393961,21459000,4953000,6681600,1796800,2630100,5601200,9906900,13738500,3418200,8063700,6027300
2481800,2072000,122737600,2470700,2547500,17394900,5343100,1838600,3522300,2027800,2670856,24370300,6533900,15293600,10618900,4345000,2017700,8797436,33885600,3891100,8063400,1257900,2837400,7175300,11656600,10528800,4217700,6809400,7026300
3453700,2091400,104883600,2560800,3705000,16871000,5708800,2372000,3154500,3015800,3045220,20806100,4994700,9737400,11380600,4647500,2257600,7536273,26477100,4419800,4767000,1187500,2331000,29856300,14955400,7565900,3673800,6325700,8479500
3303800,2313800,107731600,2702700,4516200,26723700,5625100,1632200,3708500,1726700,3564036,18415500,8230500,9915600,9847700,2991400,2227200,7789679,23913700,3939400,8074400,968400,3043000,15214300,15378600,6082900,4503900,6747300,6352200
2685700,1888600,73012800,2738300,3034600,23183000,4000100,2059400,2551500,1570800,2358416,15900600,9216500,11088100,9670500,2874000,2166400,11057762,17092500,4025900,7687800,1026000,3251800,7161300,11911000,6772000,4213200,4635100,5537000
2343900,1675800,86698400,2621300,3495200,15785300,3993300,1411400,3630900,1400700,3091244,12267600,7500800,10353600,8406900,2277800,2141500,10194001,17200800,3383400,8611400,1508100,3107800,5173800,9218700,6901400,3329000,5485000,17939500
2483800,1621800,75046000,2258400,2530100,22530500,3366800,1403900,4898000,1627600,2294192,15381100,6548100,8694300,9077400,2715800,2719200,7989952,17821700,4355600,6438100,1124000,2165500,6248200,11826600,4999900,3246300,4525900,11125200
2094200,1916800,58676400,3746400,2607900,20392600,4219100,1155600,4620500,1646400,2295029,12643300,5562800,12322400,8128600,2694400,1783300,6427279,14517800,5101900,6020000,821200,2270300,4491800,11027000,6410200,4108700,4147000,8542700
2729200,3125500,106204000,9199200,4756100,21173200,4884300,2363000,3891300,2883700,3048776,25732300,7122700,9221100,11057300,2470900,3623000,11425086,25934500,6456500,7731200,1329000,3482500,7317800,12257500,6969300,5977900,4911200,11231400
2951700,2396500,84496800,5716000,3847200,21096300,3847100,2196800,3648200,2187000,2491990,17436400,6393400,9414100,13126500,2328400,2777400,9825419,23744400,6217700,7028000,1010100,4204600,8095300,10516400,6323900,4959100,3924600,6877100
3303200,2780400,86056000,3794500,3803600,20969800,7771700,2749300,5171500,4234300,3212266,20126800,7335800,10656600,13638000,2162200,3064200,12490483,33042600,6163800,7044200,932200,3800800,10153600,15302800,11474100,6157600,5001500,8485800
5703800,6948100,191202400,4923700,5742500,57588800,14287900,3365500,9855000,3813800,5531980,31096300,11272200,21264400,27089500,4267400,4880800,15034294,36727900,9289800,13799400,2316400,6323500,9706900,22474300,11728200,13972800,13178600,14150000
